0,27.06,0,0,0,0.003,3.607,0,15,65.205,102.258,0.036,0,0,0,0,125.161,215.729,0.01,0,0,0,0.705,0,0.356,0,135.203,0,0,0,1.419,1.28,0,0,0.084,0,1.307,7.733,0,0,0,0,0,0.675,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.062,0,0,0,0,0.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0.009,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102,0.05,0,0.046,0,0,0,0,0,0
4.958,0,0.044,0,0.357,1.216,0,0.015,0,0,0,0,0.121,0,0,0.679,0,0,0.047,0,0,0,0,0,0.089,0,0,0,0.01,0.169,1.15,0,0.018,0,0.108,0.105,0.258,0,0.116,0,0,0,0,0.045,0
0,0,0,0,0,0,0,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0,52.2,0,0,0
0,0,0,0,0,0,0,0.062,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.152,0,0,0,0,0.026,0,0,0,0,0,0,0,0,0,0.752,1.448,0,0,0,0,0.006,0,0,0,1.09,0,0,0,0,0.009,0,0,0,0,0.009,0.054,0,0,0,0,0,0.045,0
0,0.101,0,0,0.005,0.033,0.02,0,0,0,0,0.054,0,0,0,0.003,0.188,0.241,0,0,0,0,0,0,0,0,0,0,0,0,0.038,0.004,0,0,0.01,0,0.004,0.011,0,0,0,0,0,0.135,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.316,0,0,0,0,12.24,2.133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143.75,91.35,710.7,0,0
1.091,0,0,0.003,0,0.421,0,0.339,0,0,0,0,0.015,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0.096,0.423,0,0,0.022,0,0.007,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1500,0,0,17.478,0,0,0,0,0,0,0,0,0,408.879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.364,19.069,0,0,0.807,0.205,2.728,0.062,15,0,102.258,8.892,0,0,0,0.386,43.036,23.889,0.02,0,0,0,0,0,0,0,0,0,0,0,6.726,0.488,0,0,1.398,0.126,0.737,2.238,0.324,0,0,0,0,43.47,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018,0,0,0.061,0,0,0.013,0,0,0.162,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002
3.055,0,0,0,0,0.199,0,0,0,0,0,0,0.438,0,0,0.096,0,0,0.013,0,0,0,0,0,0,0,0,0,0.088,0.219,0,0,0,0,0,0.391,0,0,0.232,0,0,0,0,0,0
0.121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0.038,0,0,0,0.004,0.006,0,0,0,0,0,0,0,0.045,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055,0,0,0,0,0,0,0,0,0.019,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018,0,0,0.044,0,0,0,0,0,0.046,0,0,0,0,0,0
0,0,0.044,0,0,0.083,0,0,0,0,0,0,0.023,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0.018,0.096,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.182,0,0.022,0,0.13,0.364,0,0,0,0,0,0,0.001,0,0,0.111,0,0,0,0,0,0,0,0,0.089,0,0,0,0.002,0.018,0.115,0,0.004,0,0.038,0.002,0.045,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.046,0,0,0,0,0.028,0,0,0,0,0,0,0,0,0,0,0,1.959,0,0,0.842,0.034,0,1.976,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.06,0,0.154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,4.198,0,0.003,0,0.176,0.225,0.046,0,0,0,0.018,0.028,0,2.027,0,0,0,0,0,0,0,0,0,12.466,0,0,0,0.12,0,0,0,0,0,0.164,0,0.71,0.675,0.093,24.49,0,0,0,0.135,0
0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0.225,0,0,0,0,0,0,0,0,0,0.178,0,0,0,0.034,0,0,0,0,0,0,0,0,0,0,5.89,0,0,0,0.045,0
0,0,0,0,0,0.023,0,0.154,6,0,0,0,0.002,0,0,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.221,0.939,0,0.131,0,0.552,0.15,0,0,0.093,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
