TI3;"BalWhale""""";"Jwhit""""";"NorPout""""";"Sprat""""";"Mack""""";"Sande""""";"FiltFeedPelaFish""""";"SquidCuttFish""""";"CarnZoopl""""";"GelZoopl""""";"ToothWhale""""";"Jcod""""";"Awhit""""";"Ahadd""""";"Jsaithe""""";"Ashaite""""";"Hake""""";"Lgado""""";"Sgado""""";"Aherr""""";"HorMack""""";"Seal""""";"Acod""""";"MonkFish""""";"Plai""""";"Dab""""";"LRDab""""";"Flou""""";"Sole""""";"LemSole""""";"Witch""""";"TurBrill""""";"Meg""""";"Dragon""""";"SdemFish""""";"Bird""""";"Jherr""""";"HerbOmnZoopl""""";"Spur""""";"Ssha""""";"EpiFauMacroBenth""""";"InFauMacroBenth""""";"Jray""""";"Lcrab""""";"Shri""""";"SMobEpiFai""""";"SInFau""""";"MeioFau""""";"StarRay""""";"ThornRay""""";"SkateRay""""";"Jhadd""""";"Gurna""""";"Hal""""";"Neph""""";"SessEpiBenth""""";"BlueWhit""""";"LdemFish""""";"PlMicroFlo""""";"Phyto""""";"FishLarv""""";"CatFish""""";"BenthMicroFlo""""";;SUM;
"Gurna""""";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;
"Hal""""";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;
"Neph""""";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;
"SessEpiBenth""""";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;
"BlueWhit""""";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;
"LdemFish""""";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;
"PlMicroFlo""""";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;
"Phyto""""";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;
"FishLarv""""";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;
"CatFish""""";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;
"BenthMicroFlo""""";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WI3;"BalWhale""""";"Jwhit""""";"NorPout""""";"Sprat""""";"Mack""""";"Sande""""";"FiltFeedPelaFish""""";"SquidCuttFish""""";"CarnZoopl""""";"GelZoopl""""";"ToothWhale""""";"Jcod""""";"Awhit""""";"Ahadd""""";"Jsaithe""""";"Ashaite""""";"Hake""""";"Lgado""""";"Sgado""""";"Aherr""""";"HorMack""""";"Seal""""";"Acod""""";"MonkFish""""";"Plai""""";"Dab""""";"LRDab""""";"Flou""""";"Sole""""";"LemSole""""";"Witch""""";"TurBrill""""";"Meg""""";"Dragon""""";"SdemFish""""";"Bird""""";"Jherr""""";"HerbOmnZoopl""""";"Spur""""";"Ssha""""";"EpiFauMacroBenth""""";"InFauMacroBenth""""";"Jray""""";"Lcrab""""";"Shri""""";"SMobEpiFai""""";"SInFau""""";"MeioFau""""";"StarRay""""";"ThornRay""""";"SkateRay""""";"Jhadd""""";"Gurna""""";"Hal""""";"Neph""""";"SessEpiBenth""""";"BlueWhit""""";"LdemFish""""";"PlMicroFlo""""";"Phyto""""";"FishLarv""""";"CatFish""""";"BenthMicroFlo""""";;SUM;
"BalWhale""""";4230,29;4801,93;364142,91;365024,46;78331,57;1736300,27;48865,15;43615,05;3060215,56;2351,01;583,83;8372,09;3313,41;2235,61;69280,14;17240,79;163,02;869,96;33887,15;1448278,29;13225,71;278,87;495,28;322,72;54587,51;81441,42;10297,97;1578,25;21187,65;78509,13;17468,33;197,8;112,86;5491,03;14882,72;20420,96;182171,49;5535970,11;158,83;14,37;1094864,35;2145965,55;4475,78;13992,4;73687,47;701915,51;1407802,57;4293251,33;754,56;386,69;507,12;2359,78;603,47;290,04;28006,04;4217401,87;28368,72;2947,07;6050709,05;151784599,3;2694352,9;42,57;48318286,37;;236196486;
"Jwhit""""";12805,14;5601,76;194274,75;398421,05;107955,92;1253227,06;20806,7;59698,91;1560201,01;2737,11;1677,66;9344,89;12050,8;8629,92;38927,69;11704,35;146,85;1449,98;23798,87;639807,43;30555,92;785,43;2231,73;635,32;111603;244235,84;28128,03;10622,87;51439,25;134191,92;31588,8;1271,84;430,19;10834,56;17234,67;12321,98;80169,58;265004323,7;256,65;747,96;9950875,62;40875153,38;12041,78;120270,49;279994,07;10652529,56;53499944,23;276393755,4;2711,89;2364,64;1432,36;3847,83;2205,58;1283,93;384007,36;36570307,61;22095,29;2826,63;127323280,7;60234792,92;4444568,15;3405,59;161668598,3;;1052589170;
"NorPout""""";1254270,02;250938,22;5309038,73;31732112,54;5008622,47;57281743,71;497019,96;5239537,63;43051121,13;235978,18;155282,01;274493,23;883716,32;322129,49;1764939,83;653140,66;7959,96;116374,28;513884,94;18464516,85;2409852,71;67631,43;94327,26;54268,65;2042399,95;4542552,39;467702,42;324688,56;945955,99;2403084,04;621388,36;65440,76;40779,36;202858,15;583903,11;625166,33;2228572,48;31950364922;21218,67;13287,6;597805567,9;1112910523;548659,98;2847320,64;7971727,62;300664095,5;1381286738;7085828630;183911,3;73893,52;84854,14;96420,66;170308,07;124408,17;29563376,03;3141601250;1376074,94;203836,34;3241375566;1141755184;432046159,2;80549,02;4729100561;;55348836435;
"Sprat""""";1013956,83;415021,93;25590413,34;47167324,94;5870449,72;138173020,8;3297350,75;6662677,1;210212670;228790,87;117339,16;614945,79;701884,38;255259,72;5145010,84;1366059,23;4354,61;115364,94;2139406,53;100136318,9;1824782,41;53017,58;60247,33;38858,52;1027533,65;4436345,14;281127,46;386965,51;138061,93;3076781,58;250373,76;52114,98;29312,17;91606,74;1121766,84;1645666,48;12534953,44;26452051154;14129,29;10889,1;474647393,1;855676082,2;358593,99;2772576,86;8258798,46;213996151,8;1111233526;6057026702;133802,66;38501,89;60056,91;136122,32;129529,26;96185,73;25165827,13;2283817826;2353908,96;268843,95;3514947852;10303997257;516030335,3;47439,01;1610708378;;54010255000;
"Mack""""";200180,68;103457,76;3716074,73;5400813,74;1175993,13;17469614,22;346464,44;843086,48;23756279,64;31653,15;23743,36;183362,56;211251,17;183879,16;621907,45;175070,2;1736,47;20979,52;415377,19;10610041,01;375575,35;11157,55;37072,68;8357,72;1815700,78;5913750,24;507312,73;455805,06;687020,26;4319345,14;410239,21;26661,37;5495,03;155530,44;319833,99;199995,39;1340713,38;3275001589;3202,8;20015,37;241738035,8;1588067311;197360,87;4462149,83;9072838,91;375004603,9;2184251885;11985762863;43168,1;46215,34;21761,18;70886,1;40678,62;18925,11;9643357,74;362071052,9;338602,6;43646,95;6026890274;1156280214;59795331,25;79585,39;1998785885;;29359831974;
"Sande""""";7523967,84;2036493,97;72064129,19;215549912,4;29622389,33;487491423,1;7688236,73;34004418,28;523195780,6;1393719,31;867915,86;2744193,92;5524304,67;2517185,68;16206546,51;4875420,47;32261,63;695257,7;6709090,59;247831482,1;13039208,03;405396,84;582333,59;288534,57;16192796,26;48186928,55;4780789,58;3168463,22;9164276,61;24579643,68;3969379,96;467754,14;203782,2;1528374,58;5312028,29;5566972,73;30672234,86;1,83302E+11;103723,59;172000,31;4625662833;17141871293;3307132,91;40359485,55;106282825,3;4195258211;23279823092;1,25731E+11;1081768,38;469496,75;501039,82;919314,78;1003806,85;715017,78;210586408,4;16646252217;9942401,62;1361468,28;59480083436;22451468532;2744486164;726724,68;32435416099;;4,94248E+11;
"FiltFeedPelaFish""""";76012,45;12137,24;224460,63;1846516,42;210891,4;2759879,85;16139,96;311890,38;1357109,23;14233,71;8943,38;9745,23;50101,04;13760,59;88883,59;33103,9;368,7;6486,57;13948,93;732916,27;135413,64;4005,48;3852,96;3046,49;14512,27;40146,94;5231,31;8165,34;6763,24;12492,72;2797,22;3317,07;2214,68;1355,02;21400,94;32641,82;84955,2;2000140585;1146,6;111,03;29379076,07;9834426,03;22039,5;39638,42;121564,35;4193819,44;8997363,53;29719265,56;9417,98;1126,43;4135,67;3302,31;9155,04;7277,95;1633860,49;174970398,3;77057,36;12153,85;15134309,89;26063603,77;26310371,1;405,82;123109217,8;;2457964671;
"SquidCuttFish""""";184152,44;94523,28;6422659,03;10127269,19;1392925,49;33132510,11;846559,62;1351550,88;54303843,29;43486,35;22508,53;148197,4;129482,72;46195,4;1248743,97;330596,68;1211,42;24382,07;536982,48;25406177,62;347969,91;10007,77;14523,66;7929,51;112123,47;809832,03;47572,77;52527,36;135325,05;173504,77;23246,8;10304,61;5735,45;13790,78;274066,11;396316,5;3186715,11;4415309535;3098,66;2535,21;74090439,86;90493684,26;60788,21;346446,02;1506263,92;30287381,37;118155263,9;511199724;24422,1;7889,04;10515,32;29406,01;23125,58;17984,7;3907703,31;421900778,4;527857,4;55948,33;341723819,3;2651346819;102204225,6;12004,22;687828097;;9592491206;
"CarnZoopl""""";10200718,53;1950251,26;41662375,29;252255204,1;30986451,7;402458292,8;2908091,2;42871455,23;227335927,5;1918774,47;1171004,24;1967544,93;7140386,1;2637627,62;13432352,36;4595447,37;44621,75;858332,64;3360082,5;122111520;19030976,37;534000,57;623314,52;392438,63;11785161,44;36385017,54;3259462,88;3792421,17;3062678,03;30283029,39;2604490,5;530139,49;286698,75;970101,22;3888274,12;4663716,21;14439554,13;2,67999E+11;143566,37;110825,05;5035151206;10339202298;3677462,85;30918325,99;64925726,74;2610875607;13588967307;73488954828;1340938,79;351678,28;606797,76;765981,73;1310800,88;958470,7;260550146,1;23580869782;11376305,82;1787471,91;37638106574;6517037674;3562782352;410917,12;21722567667;;4,67771E+11;
"GelZoopl""""";2612,24;1140,46;76121,99;91516,35;13762,24;357363,93;10166,94;11443,78;639591,49;306,92;270,59;1874,73;1520,9;668,81;14051,32;3524,13;13,85;274,19;6587,06;300762,52;2076,54;135,41;156,13;80,76;3842,06;16017,31;1014,08;1261,61;523,24;9746,69;932,29;128,48;41,69;350,48;3465,71;4742,18;37871,44;19444750,64;23,36;40,3;568134,94;2340189,09;1036,63;7890,17;22491,52;541794,83;3141731,16;17511806,41;350,23;148,83;161,24;387,58;336,32;229,17;27250,22;1713285,32;5376,7;513,58;10260043,62;32340237,97;798687,28;185,12;2129468,21;;92472510,96;
"ToothWhale""""";1037,92;1118,44;80145,56;75097,06;16517,12;356068,04;10221,01;9477,27;624535,59;432,94;183,98;1816,94;1063,11;616,69;15873,07;3799,03;50,81;169,2;7258,71;308377,06;4569,55;71,4;139,4;68,2;10851,44;19027,98;2315,92;572,6;4033,33;14896,61;3251,41;71,04;55,06;1083,35;3109,55;4357,16;38633,65;1344316,26;30,55;19,11;226414,4;379558,13;866,97;3701,38;14777,47;142963,42;298667,53;847205,76;149,17;82,19;97,32;549,31;140,97;73,49;6341,29;702816,82;7468,81;869,31;1318137,85;31163781,5;564407,61;45,88;9019505,11;;47663954,84;
"Jcod""""";32558,11;13627,96;309911,71;860924,1;279029,98;2462738,13;24363,08;136497,61;2295469,08;6561,56;3974,56;23273,17;32761,88;26579,57;61489,87;18632,3;232,8;3171,61;49751,99;784744,79;80224,96;2038,15;6535,47;1382,13;338661,75;755724,87;89022,59;33773,47;164856,97;402464,34;95488,88;3823,22;980,63;32676,32;43134,17;19924,09;97758,08;728549052,2;487,26;2581,12;30684460,91;137852042,9;34352,7;399664,6;886989,77;35767564,75;182476998,8;943995098,5;7410,69;7547,39;3949,04;10973,29;5753,9;3206,96;1150634,16;105404841,3;44483,76;6292,92;430788949,1;61634000,52;10420641,66;11763,72;513894483,9;;3193638990;
"Awhit""""";10308,4;14059,26;798195,38;786110,51;257175,33;3966167,46;100202,09;95408,32;6664360,36;4258,51;1860,45;26209,5;14570,57;15844,93;146604,06;37437,5;473,23;2212,92;85855,96;2962595,85;46903,89;856,49;4157,29;892,67;265659,47;557887,58;62755,39;22007,69;122052,89;331382,48;78376,08;1834,11;427,7;26201,41;47275,65;42189,21;373599,62;20410196,38;433,72;1502,78;13790956,31;87039613;22885,03;249518,79;647010,02;22222242;113763205,4;591637383,1;3704,86;5171,19;2256,36;9304,27;2700,46;918,21;385553,11;32902445,13;64584,12;6834,96;277109063,6;307317034,4;5548655,57;7263,23;342708295,9;;1833833102;
"Ahadd""""";4968,03;7191,6;207825,48;204207,77;159894,92;1290864,45;19657,98;24313,37;1758418,41;1337,62;770,86;15188,33;11317,81;15537,09;28854,44;7657,98;106,25;876,08;35762,86;555496,58;23617,96;490,07;3742,6;326,88;239484,43;533277,57;62167,36;21888,99;115811,33;285850,54;67736,67;1918,63;202,8;23147,45;27234,09;8760,65;71278,49;19265749,87;122,67;1793,57;14728910,37;96729686,4;19471,45;277082,72;615733,12;24739606,87;128625092,3;669299321,8;3096,78;5102,84;1862,07;7130,63;1970,14;593,7;415720,48;33889479,03;13677,65;1403,69;305630206,5;58153247,16;1192064,86;8185,09;343276835,9;;1702740332;
"Jsaithe""""";107769,11;22707,82;797069,6;2881206,07;378552,36;5817734,65;88883,59;460063,57;6268431,1;19671,85;13888,94;24595,95;73302,03;20198,11;211090,08;74355,94;987,8;10875,37;60802,78;2951897,05;196857,56;5805,42;6843,89;5097,98;36121,91;158575,92;8766,41;15535,81;13084,97;20353,36;4910,16;4912,91;3576,23;3952,17;49840,66;72381,51;363280,86;2563675736;2140,57;224,1;38682102,03;18179083,5;35470,09;68896,7;266555,16;7150680,09;17646157,18;65929164,92;14222,27;2446,95;6262,12;6330,03;14083,13;10748,92;2122708,29;233766279,8;135170,75;18848,96;39103912,37;247752044,2;37395649,7;944,74;200630578;;3493870422;
"Ashaite""""";36397,22;9265,95;400312,01;1038205,02;144623,2;2375204,84;44926,72;165298,34;2910450;6695,85;4511,35;10114,67;25404,02;7275,08;100911,64;30804,36;349,09;3636,83;30379,27;1483450,95;80884,25;1912,21;2197,98;1621,41;12014,54;61352,44;3363,11;6229,12;3276,7;5755,61;1042,65;1596,44;1139,81;1335,76;19624,75;30596,57;182548,14;829715225,3;673,22;85,92;12302205,97;3684791,33;11398,86;20354,13;90439,67;1851891,65;2947337,37;6291700,63;4504,6;707,64;1985,85;2788,55;4603,21;3419,45;682043,06;74612511,38;64887,62;9063,25;7583586,94;126382162;12968541,12;225,44;59924344,44;;1148406187;
"Hake""""";126,79;42,83;1797,41;1219,29;528,49;5790,55;184,35;223,16;10411,74;9,69;22,23;46,56;118,31;37,19;493,9;128,61;3,41;10,5;139,38;6281,32;414,84;6,73;9,43;5,24;126,32;395,27;40,15;40,54;24,03;128,18;27,33;7,7;8,59;12,8;73,46;116,98;765,84;39695,53;1,64;1,07;4376,52;7289,9;40,07;107,15;294,29;4440,91;5716,98;9234,63;15,49;4,1;7,08;15,33;16,52;13,67;131,18;32076,72;346,89;49,47;24406,73;483049,47;10027,36;3,54;141451,44;;792632,83;
"Lgado""""";1933,24;1208,32;75080,18;92291,95;18243,06;356542,41;9266,52;12832,67;572221,76;548,38;211,5;1812,35;1580,66;876,08;15536,25;3828,25;30;234,02;6689,16;285299,62;6541,56;106,47;196,72;85,66;9448,57;20768,93;2341,94;961,15;5678,51;12012,61;2750,99;117,16;43,38;961,99;3297,66;4313,31;35570,7;29435104,09;35,76;50,8;815408,91;2425992,96;1067,51;8012,72;26393,97;707212,06;3224952,2;15366831,67;255,03;155,09;134,44;559,11;233,74;140,38;34516,55;3325900,57;8162,95;1020,67;7863385,69;27834206,84;870473,98;216,22;15792734,09;;109304621,7;
"Sgado""""";150609,54;39664,78;663077,34;3423050,44;722395,1;6881118,55;39854,1;565244,71;4480110;26348,22;18146,77;56859,41;122651,37;71525,73;173722,22;63956,36;796,48;13378,32;95576,8;1530915,19;289006,48;8605,49;18777,86;6149;602201,39;1590907,56;177768,03;86943,02;405875,32;655099,6;164762,16;12353,69;4478,54;59080,18;114445,01;65508;183555,87;3495440858;2235,99;6603,24;98379601,5;369020772,9;89782,96;995204,95;2345947,89;97664012,86;498163810,9;2542446078;25594,55;19072,52;12109,06;23821,19;21735,77;14889,6;4185032,23;389299809;149179,57;22410,91;1159858294;73757470,8;46280982,75;31460,19;1358037312;;10159878601;
"Aherr""""";2091957,53;346562,36;7743184,48;52070885,82;5996979,7;82610494,03;680565,1;8691587,08;52914992,01;390991,28;250556,36;291476,64;1375490,93;361072,78;2741047,26;1014992,75;11665,31;185444,75;497547,44;27015109,48;3725668,92;110375,86;107318,74;87104,44;167328,89;799734,26;64549,66;212855,45;64373,25;19009,79;5776,81;89693,21;62638,21;17493,11;635165;993141,39;3207239,19;54434520934;33767,85;801,07;787408031,4;188165413,6;605055,91;811339,07;3096660;94670405,46;130090805,5;202429367,9;260621,39;29330,54;113926,56;87345,04;255210,11;202234,47;44111657,66;4775174696;2198246,83;337545,88;159452743,2;1482391081;729193349,4;3134,41;3151809531;;66445105304;
"HorMack""""";36738,07;31829,08;1943429,6;1824782,41;408234,08;8358466,69;241810,07;228927,57;15859146,97;5191,35;7139,92;57303,54;41878,47;29522,45;351531,35;106426,65;1481,57;8176,95;180629,05;7164747,93;86361,01;2137,69;8209,27;3333,67;352150,85;1166032,11;79653,12;82570,81;61409,89;795837,44;76913,73;4344,03;2216,03;31335;99463,91;107739,52;907131,65;36267494,79;1801,16;2636,41;31758611,78;243949996,8;45392,43;699142,68;1561185,52;55835447,99;328247933,4;1842458067;9707,2;8613,49;4965,19;15819,98;10185,38;4540,67;1174507,93;29013685,96;139673,4;13749,7;958108453,5;778967120,6;13442605,61;10194,74;212341961,2;;4574847728;
"Seal""""";681,69;719,98;47996,5;46655,47;10672,44;228685,4;6294,33;5793,97;391600,42;297,91;98,18;1281,12;672,95;539,07;9122,8;2214,14;21,14;117,11;4733,02;186789,91;1881,17;48,59;115,72;43,67;10854,85;19347,44;2264,18;618,14;3687,06;14725,3;3317,37;61,17;27,8;1070,87;2252,3;2662,77;23519,41;772961,93;18,08;28,99;196897,57;351010,97;949,76;3675,69;10139,37;106111,74;251878,49;825963,18;159,35;152,63;102,69;407,83;130,15;55,92;5519,05;465062,31;3865,12;411,95;964047,3;19444278,9;346535,76;136,93;7602691,98;;32384679,02;
"Acod""""";1540,88;2603,69;85198,82;67477,01;45131,96;418085,65;7705,91;10701,64;581760,22;437,17;243,95;5228,37;4157,29;5239,64;13687,79;3239,12;37,72;275,4;13144,5;231148,06;9194,38;147,29;1146,46;83,75;88026,84;198108,9;21536,73;7905,61;23143,83;104062,72;23655,88;617,4;108,48;8339,09;8566,04;3422,93;29572,68;6763920,37;25,82;546,1;3192975,39;15380443,45;7530,49;66163,22;104964;3838717,3;19205480,49;102201034,2;1102,4;1729,24;702,26;2601,63;878,55;177,72;93782,69;7126656,84;7662,08;980,1;47649202,28;22001801,05;467186,82;2306,55;62524094,61;;292667349,5;
"MonkFish""""";394,43;291,19;19256,62;17097,75;3997,17;81381,55;2393,67;2295,39;143894,17;88,84;46,89;434,38;350,69;179,78;4005,56;938,71;8,24;47,11;1690,97;73703,76;1466,82;21,83;32,9;14,79;2266,16;4866,33;496,59;215,55;747,92;2893,31;646,85;22,68;13,61;227,39;765,59;1080,06;9198,38;210067,1;5,15;7,39;43970,92;74322,57;255,65;875,77;3287,74;28661,98;59200,66;172292,33;52,88;34,11;30,02;132,37;54,67;28,06;1276,77;119954,27;2088,83;260,22;309730,25;7192539,22;130707,09;29,05;1661225,36;;10388564,02;
"Plai""""";97044,46;74402;1054141,91;657621,54;1263096,19;6643198,47;16585,46;47209,88;6285419,44;6147,29;10851,44;154816,8;151805,41;191587,54;41282,18;10117,51;288,73;7558,85;240880,55;205943,24;225376,54;7894,44;50301,05;3296,23;1667272,76;5589751,37;605229,9;292817,32;1754958,77;1549714,41;416704,96;29408,21;1371,75;167761,11;312790,15;30668,94;31360,99;95005652,86;694;28540,48;191929829,7;1498268817;153950,36;3896793,92;9106592,96;396983677,8;2103659914;10635930445;32080,11;63637,23;14867,19;65177,63;19976,28;9795,82;5514576,97;345205515,7;60063,39;6742,73;4852983351;20358392,63;890525,19;132158,02;5234681390;;25424899837;
"Dab""""";199079,03;223882,86;3223746,86;3903983,72;5656630,67;27182369,95;63088,04;468850,12;26682346,2;35238,07;26163,47;475027,06;438340,24;586605,33;249190,73;71039,66;1242,29;22845,82;874999,16;1353396,44;1026108,25;19347,44;155656,99;9732,66;7685908,13;18980668,84;2186924,75;862706,34;4856526,15;8670938,04;2098978,48;80305,92;6894,21;749469,47;898892,99;71610,36;199214,55;1772771083;2655,26;74374,14;587236889,5;3919106394;636624,47;11043962,23;24567554,55;1037092190;5299915326;26960519647;107703,48;190681,26;60038,77;237329,96;66957,62;22891,31;16953721,41;1552156921;271387,06;37197,31;12268947757;37519980,62;21386279,58;337957,97;15234512753;;68866074207;
"LRDab""""";28605,48;29300,03;377179,37;281127,46;551426,88;3064608,7;9341,63;31297,88;2716219,07;2535,21;3618,62;63587,56;56031,6;77709,2;15654,31;4425,15;143,39;2927,42;111105,02;124133,96;79653,12;2572,93;19229,23;1128,62;945671,71;2485141,76;277304,93;118175,62;639808,34;1039621,43;261893,05;10616,02;703,19;92764,2;122845,64;9701,03;21314,21;47672907,04;249,72;10517,01;77023934,72;570715196;82999,93;1508220,76;3444944,71;146328230,9;783295458,3;4046489237;14622,87;27752,82;7866,56;29480,26;9066,33;3275,49;2201008,43;134261060;18857,88;1574,64;1840751105;15263245,21;583503,64;50233,35;1838957395;;9522431066;
"Flou""""";2981,13;7524,53;178055,02;263136,54;336899,39;1381124,99;9915,05;23499,08;2149038,66;2144,74;608,39;16404,26;13361,81;18605,65;18864,91;5573,43;98,45;816,97;36950,78;278349,43;56148,15;477,65;4799,83;333,12;311118,41;666636,72;80359,42;24866,46;123609,6;374041,14;83202,15;2312,02;262,25;29537,95;27061,73;4452,28;36608,31;60546182,89;134,61;1975,45;17968078,85;88795080,37;22948,11;328211,58;641630,49;25774120,91;108302208;528322760,5;3337,95;5015,28;2152,51;9089,03;2168,88;493,97;481697,6;95708051,67;10836,36;1511,68;242232033;26157217,36;1100501,44;7535,34;543575062,7;;1746569817;
"Sole""""";28250,2;25719,63;366176,51;66269,73;358445,35;2819777,42;5797,06;42734,23;1225071,21;627,88;3025;56522,39;52308,38;69486,8;11215,69;2069,49;41,2;3407,1;121762,6;59421,46;29476,75;2011,12;9918,78;815,91;1316219,07;2649014,26;307108;87253,84;502081,96;1596086,81;358498,1;7181,06;260,46;126126,16;102943,07;8414;18407,91;5357824,48;128,87;6512,97;156091321;1299484572;110059,31;2483847,69;7036754,69;292807249;1764077659;9918183533;16042,04;18741,71;10747,82;34325,27;12112,04;2746,35;4583643;37401819,29;7327,68;1302,91;4481764399;2504913,87;11644,83;25281,45;1087610345;;19072084801;
"LemSole""""";69785,89;44730,64;620150,72;984570,11;1502380,92;5041978,19;7138,7;36527,32;8075474,51;7797,35;7448,3;91991,85;94680,71;114340,22;11630,49;2423,41;146,49;4805,04;131019,92;11698,33;254667,98;5354,65;29732,21;2104,23;774857,21;3153068,38;332678,86;176019,36;1064057,87;595855,98;178052,75;18381,16;674,17;79534,34;189211,22;20688,25;3549,03;234123417,2;405,25;17982,23;130783914,6;963411581,5;77826,87;2575860,14;6145385,82;268405558,1;1322968899;6521763097;18652,5;38044,16;7809,74;35727,45;11753,05;6871,52;3626334,53;487173386,5;26475,85;2447,89;2979779009;9402878,36;2306556,2;83372,42;4110182949;;17066715402;
"Witch""""";13586,48;9213,4;140313,5;70104,65;124855,41;712452,81;1398,61;4282,3;607714,45;652,61;1422,49;19097,78;19594,02;23707,83;2455,08;384,13;27,33;962,85;28833,38;3110,59;21535,85;1055,53;5913,97;411,63;182308,42;667856,79;73330,05;34259,71;209123,89;155796,15;41463,32;3738;116,71;18220,38;37437,17;4038,31;842,72;15876503,79;77,22;3580,88;21984732,93;170779989,7;16165,41;461173,18;1035500,66;45771739,93;242928061;1218721708;3694,81;7058,78;1635,45;8000,65;2307,19;1322,51;641930,84;34920148,55;4813,77;555,23;557508811,2;1760890,09;153291,48;15775,55;611101861,6;;2926952949;
"TurBrill""""";285,71;688,92;27442,9;27099,79;15069,47;155918,05;3080,13;3525,26;229727,11;167,02;57,72;1420,05;851,55;1247,11;4561,98;1092,3;14,3;76,16;4014,95;89693,21;2258,9;36,15;286,65;26,81;23894,17;47453,5;5520,33;1768,02;7779,49;29869,39;6942;131,05;16,12;2293,51;2446,64;1251,38;11434,13;1867214;10,69;121,27;1059403,37;6046491,96;1932,27;19302,75;40784,49;1488677,76;7644065,84;40913852,29;270,36;430,18;180,32;669,56;185,1;30,21;29781,61;2565287,63;2110,2;228,69;18782849,58;9213838,69;180031,53;560,34;21829005,57;;112396758,2;
"Meg""""";125,4;179,25;13154,63;11724,87;2389,14;52251,85;1581,91;1509,33;95566,25;41,69;34,41;280,18;152,75;101,4;2554,45;599,9;12,28;21,69;1119,63;48183,24;886,41;12,63;38,74;12,37;857,34;3133,73;281,28;154,26;217,05;842,72;166,72;12,4;5,38;86,28;463,88;666,03;6025,12;352068,88;6,7;8,85;29140,31;41361,41;68,07;776,54;2016,76;22675,32;51873,26;135294,39;9,73;15,03;5,81;81,2;16,95;3,73;1034,34;126986;1314,15;159,44;244270,58;4756820,21;88900,36;26,99;791039,9;;6891421,52;
